DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
28-Apr-26,EQ,"1,162.70","1,169.40","1,149.80","1,170.30","1,151.00","1,152.10","1,155.41","1,728.00","1,149.80","1,27,20,276","14,69,71,31,325.40","3,24,704"
27-Apr-26,EQ,"1,154.60","1,179.90","1,154.50","1,154.60","1,172.90","1,170.30","1,172.14","1,728.00","1,152.20","1,95,79,883","22,95,04,22,792.30","3,69,480"
24-Apr-26,EQ,"1,200.00","1,223.90","1,152.20","1,240.60","1,154.80","1,154.60","1,176.27","1,728.00","1,152.20","4,20,78,914","49,49,59,91,824.80","8,53,322"
23-Apr-26,EQ,"1,254.00","1,265.70","1,226.00","1,268.60","1,231.80","1,240.60","1,250.48","1,728.00","1,215.10","1,47,92,854","18,49,82,35,558.90","3,01,379"
22-Apr-26,EQ,"1,295.00","1,297.70","1,255.90","1,313.20","1,268.80","1,268.60","1,269.30","1,728.00","1,215.10","2,00,88,378","25,49,82,72,367.70","4,77,139"
21-Apr-26,EQ,"1,310.00","1,325.00","1,299.30","1,312.60","1,314.50","1,313.20","1,313.32","1,728.00","1,215.10","1,00,57,440","13,20,85,88,335.20","2,58,765"
20-Apr-26,EQ,"1,320.00","1,324.90","1,308.10","1,318.70","1,310.00","1,312.60","1,315.09","1,728.00","1,215.10","71,72,300","9,43,22,44,509.90","2,47,560"
17-Apr-26,EQ,"1,313.00","1,328.30","1,306.10","1,319.20","1,320.00","1,318.70","1,314.73","1,728.00","1,215.10","1,20,64,048","15,86,09,72,369.80","2,59,325"
16-Apr-26,EQ,"1,322.10","1,331.00","1,309.00","1,305.30","1,316.00","1,319.20","1,318.24","1,728.00","1,215.10","1,85,27,029","24,42,31,15,279.40","2,57,560"
15-Apr-26,EQ,"1,306.30","1,322.50","1,300.50","1,276.80","1,305.00","1,305.30","1,307.53","1,728.00","1,215.10","1,20,98,912","15,81,97,28,646.70","2,44,777"
13-Apr-26,EQ,"1,272.00","1,289.00","1,265.70","1,292.50","1,276.00","1,276.80","1,274.61","1,728.00","1,215.10","1,03,66,082","13,21,27,54,169.50","2,39,931"
10-Apr-26,EQ,"1,318.00","1,318.90","1,283.30","1,331.60","1,291.40","1,292.50","1,292.69","1,728.00","1,215.10","1,92,33,369","24,86,27,18,008.90","4,00,593"
09-Apr-26,EQ,"1,329.90","1,337.50","1,314.00","1,346.20","1,331.50","1,331.60","1,325.55","1,728.00","1,215.10","1,48,94,607","19,74,35,54,159.00","2,53,395"
08-Apr-26,EQ,"1,349.00","1,376.90","1,331.00","1,339.40","1,346.90","1,346.20","1,344.07","1,728.00","1,215.10","1,60,30,133","21,54,56,88,181.80","3,58,674"
07-Apr-26,EQ,"1,302.00","1,345.10","1,293.50","1,306.20","1,340.00","1,339.40","1,329.80","1,728.00","1,215.10","1,53,55,792","20,42,01,15,727.00","2,86,203"
06-Apr-26,EQ,"1,301.40","1,320.00","1,299.00","1,300.80","1,307.00","1,306.20","1,308.79","1,728.00","1,215.10","1,02,08,682","13,36,09,81,079.30","1,78,362"
02-Apr-26,EQ,"1,260.00","1,305.40","1,259.80","1,275.70","1,297.50","1,300.80","1,285.35","1,728.00","1,215.10","1,28,73,492","16,54,69,33,791.60","2,70,496"
01-Apr-26,EQ,"1,290.00","1,303.00","1,269.50","1,250.60","1,279.00","1,275.70","1,285.76","1,728.00","1,215.10","81,37,156","10,46,24,32,396.20","1,65,242"
30-Mar-26,EQ,"1,250.00","1,265.50","1,243.00","1,269.70","1,247.80","1,250.60","1,252.83","1,728.00","1,215.10","1,41,08,486","17,67,55,94,507.30","1,86,753"
27-Mar-26,EQ,"1,285.20","1,294.80","1,263.20","1,279.10","1,267.50","1,269.70","1,275.47","1,728.00","1,215.10","1,30,92,541","16,69,90,80,590.00","2,54,408"
25-Mar-26,EQ,"1,270.00","1,290.60","1,257.10","1,278.30","1,278.60","1,279.10","1,280.38","1,728.00","1,215.10","1,08,24,030","13,85,88,42,535.00","2,14,173"
24-Mar-26,EQ,"1,269.00","1,297.00","1,251.00","1,256.80","1,280.00","1,278.30","1,281.37","1,728.00","1,215.10","1,36,13,495","17,44,39,91,145.50","3,18,400"
23-Mar-26,EQ,"1,238.20","1,261.10","1,227.40","1,255.90","1,253.00","1,256.80","1,250.80","1,728.00","1,215.10","1,24,20,293","15,53,52,85,076.70","3,07,309"
20-Mar-26,EQ,"1,242.00","1,264.80","1,229.20","1,220.80","1,256.00","1,255.90","1,252.63","1,728.00","1,215.10","2,72,99,975","34,19,68,97,254.40","2,84,225"
19-Mar-26,EQ,"1,244.20","1,255.00","1,215.10","1,267.10","1,226.00","1,220.80","1,229.30","1,728.00","1,215.10","91,56,461","11,25,60,74,115.00","2,16,034"
18-Mar-26,EQ,"1,238.00","1,290.80","1,234.90","1,232.90","1,266.70","1,267.10","1,273.96","1,728.00","1,215.10","1,23,65,381","15,75,29,43,986.60","2,50,603"
17-Mar-26,EQ,"1,245.00","1,245.00","1,215.10","1,249.80","1,234.00","1,232.90","1,231.34","1,728.00","1,215.10","1,12,23,276","13,81,96,36,472.40","3,10,645"
16-Mar-26,EQ,"1,240.20","1,254.30","1,224.20","1,248.30","1,245.50","1,249.80","1,240.47","1,728.00","1,224.20","1,23,14,450","15,27,57,03,036.90","2,29,608"
13-Mar-26,EQ,"1,251.00","1,269.60","1,242.60","1,265.80","1,250.40","1,248.30","1,253.62","1,728.00","1,242.60","73,66,098","9,23,42,98,649.00","2,19,682"
12-Mar-26,EQ,"1,272.50","1,278.60","1,258.00","1,276.30","1,265.90","1,265.80","1,268.31","1,728.00","1,258.00","75,99,940","9,63,91,08,719.00","2,46,055"
11-Mar-26,EQ,"1,288.00","1,299.50","1,271.30","1,295.60","1,275.80","1,276.30","1,283.20","1,728.00","1,264.10","78,68,891","10,09,73,31,387.10","1,99,350"
10-Mar-26,EQ,"1,320.00","1,321.00","1,284.10","1,315.00","1,296.50","1,295.60","1,295.54","1,728.00","1,264.10","96,00,171","12,43,73,87,150.10","2,33,660"
09-Mar-26,EQ,"1,290.00","1,318.00","1,282.50","1,308.40","1,316.00","1,315.00","1,300.34","1,728.00","1,264.10","1,00,68,514","13,09,25,20,668.10","2,19,959"
06-Mar-26,EQ,"1,303.00","1,327.20","1,303.00","1,305.80","1,311.00","1,308.40","1,313.84","1,732.95","1,264.10","87,24,291","11,46,23,28,914.00","1,78,932"
